Keyword,SERP Position,Link,Performance Score,First Contentful Paint,Speed Index,Time To Interactive,SEO Score
nutrition,10,https://www.fda.gov/food/new-nutrition-facts-label/how-understand-and-use-nutrition-facts-label,0.93,0.99,0.97,0.99,0.92
nutrition,6,https://nutrition.org/,0.66,0.98,0.47,0.6,0.92
nutrition,9,https://nutritionfacts.org/,0.89,0.94,0.73,0.68,0.83
healthy lifestyle,1,https://www.health.harvard.edu/blog/healthy-lifestyle-5-keys-to-a-longer-life-2018070514186,0.79,1,0.76,0.68,0.82
nutrition,11,https://en.wikipedia.org/wiki/Nutrition,1,1,0.99,1,0.83
nutrition,3,https://www.who.int/health-topics/nutrition,0.41,0.83,0.37,0.38,0.92
healthy lifestyle,8,https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/7-tips-to-live-a-happier-life,0.97,1,0.73,0.99,1
healthy lifestyle,4,https://www.mayoclinic.org/healthy-lifestyle,0.7,0.96,0.8,0.73,1
healthy lifestyle,2,https://www.heart.org/en/healthy-living/healthy-lifestyle,0.65,0.96,0.41,0.57,0.92
healthy lifestyle,7,https://www.foundationforpn.org/living-well/lifestyle/,0.93,0.93,0.98,1,0.92
healthy lifestyle,9,https://www.verywellfit.com/simple-ways-to-live-a-healthy-lifestyle-1231193,0.83,1,0.78,0.34,0.83
healthy lifestyle,13,https://www.niddk.nih.gov/health-information/diet-nutrition/changing-habits-better-health,1,1,0.99,1,1
healthy lifestyle,3,https://www.healthline.com/health/fitness-nutrition/healthy-lifestyle-benefits,0.6,0.95,0.12,0.09,0.75
healthy lifestyle,10,https://www.hhs.gov/programs/prevention-and-wellness/healthy-lifestyle/index.html,0.59,1,0.55,0.73,0.92
healthy lifestyle,11,https://bouldersausage.com/healthy-living/what-is-a-healthy-lifestyle/,0.8,0.8,0.53,0.83,0.75
healthy lifestyle,12,https://health.williams.edu/healthy-eating/living-a-healthy-lifestyle/,0.83,0.82,0.51,0.84,0.82
healthy lifestyle,5,https://www.webmd.com/diet/features/4-steps-healthy-lifestyle,0.6,0.99,0.01,0.01,0.92
travel,2,https://www.larousse.fr/dictionnaires/anglais-francais/travel/619544,0.46,0.99,0.24,0.85,0.75
travel,4,https://dictionary.cambridge.org/fr/dictionnaire/anglais-francais/travel,0.93,0.99,0.78,0.95,0.92
travel,6,https://fr.bab.la/dictionnaire/anglais-francais/travel,0.79,0.99,0.65,0.98,0.75
travel,3,https://www.traveltour.fr/,0.55,0.99,0.5,0.9,0.83
travel,10,https://www.tom.travel/,0.89,0.93,0.51,1,0.83
travel,9,https://www.linguee.fr/anglais-francais/traduction/travel.html,0.99,0.99,0.99,1,0.83
travel,12,https://fr.wiktionary.org/wiki/travel,1,1,1,1,0.92
travel,5,https://www.wordreference.com/enfr/travel,0.79,1,0.97,0.58,0.9
travel,8,https://www.decathlontravel.com/voyages,0.69,1,0.23,0.79,0.83
travel,1,https://www.travelvoyages.net/,0.34,0.88,0.03,0.3,0.92
fashion,4,https://www.vogue.it/moda,0.43,0.98,0.25,0.57,1
fashion,5,http://www.fashionmodel.it/,0.86,0.92,0.19,1,0.82
travel,11,https://www.travel-me-happy.com/,0.62,0.57,0,0.71,0.92
fashion,1,https://www.fashionmagazine.it/,0.74,0.97,0.73,0.93,0.83
travel,7,https://www.traveleurope.cc/fr/,0.49,0.99,0,0.09,1
fashion,9,https://it.wiktionary.org/wiki/fashion,1,1,0.99,1,0.75
fashion,3,https://it.fashionnetwork.com/,0.86,1,0.77,1,0.82
travel,13,https://www.travelforyou.fr/,0.38,0.98,0.01,0.57,0.75
fashion,10,https://it.wikipedia.org/wiki/Fashion,1,1,0.99,1,0.75
fashion,2,https://www.vanityfair.it/fashion,0.36,0.97,0.01,0.2,1
fashion,8,https://it.fashion-market.it/novita,0.82,0.97,0.22,0.91,0.92
fashion,6,https://www.treccani.it/vocabolario/fashion/,0.3,0.68,0.04,0.45,1
fashion,7,https://dizionari.corriere.it/dizionario_italiano/F/fashion.shtml,0.45,0.95,0.11,0.45,0.75
fashion,3,https://bigfabfashion.com/,0.93,0.99,0.67,0.77,0.92
fashion,4,https://www.jaimemonpatrimoine.fr/fr/module/81/1959/l-origine-du-mot-fashion,0.93,0.97,0.52,0.74,0.92
fashion,1,https://www.imperialfashion.com/fr/fr/imperial-fashion,0.32,0.69,0.15,0.7,0.92
fashion,11,https://www.mffashion.com/,0.86,0.98,0.05,0.92,0.83
fashion,2,https://www.wefashion.fr/,0.67,0.99,0.13,0.59,0.9
fashion,10,https://www.fashiongreenhub.org/l-association/,0.95,0.99,0.63,0.98,0.92
fashion,12,https://www.julian-fashion.com/,0.33,1,0.28,0.55,0.92
fashion,8,https://thefashionpact.org/,,0.58,0.04,0.98,0.92
fashion,6,https://www.zalando.fr/vetements/we-fashion/,0.61,0.96,0.24,0.52,0.92
fashion,7,https://www.culture.gouv.fr/en/Thematic/Mode/Fashion-in-France,0.9,0.96,0.12,0.98,0.91
fashion,13,https://www.lemonde.fr/fashion-week/,0.89,1,0.81,1,0.83
fashion,5,https://www.istanbulfashioncenter.com/fr,0.27,0.97,0.09,0.69,0.83
fashion,14,https://www.infor.com/fr-fr/products/cloudsuite-fashion,0.93,0.93,0.91,0.71,0.83
fashion,12,https://www.matchesfashion.com/fr/,0.33,0.91,0.33,0.45,0.83
fashion,9,https://www.lalanguefrancaise.com/dictionnaire/definition/fashion,0.66,0.93,0.19,0.21,1
beauty,2,https://inbeauty.lt/,0.61,0.97,0.28,1,0.91
beauty,5,https://driubeauty.lt/,0.78,0.9,0.13,0.94,0.92
beauty,1,https://beautygroup.lt/,0.53,0.9,0.07,0.57,0.83
beauty,8,https://www.medicalbeauty.lt/,0.58,0.94,0.29,0.99,0.83
beauty,4,https://www.kristinabeauty.eu/,0.59,0.95,0.06,0.72,0.83
beauty,6,https://www.cultbeauty.com/,0.85,0.83,0.28,0.91,0.83
beauty,11,https://www.treatwell.lt/salonas/beauty-by-ausrine/,0.66,1,0.44,0.9,0.83
beauty,10,https://www.beautycenter.lt/,0.67,0.94,0.13,0.94,0.83
beauty,7,https://www.makemyday.lt/jcat-beauty,0.75,0.85,0.24,1,0.91
beauty,9,https://beautychest.lt/,0.79,0.8,0.56,0.88,0.83
home decor,6,http://www.homedecor.it/,0.8,0.99,0.46,1,1
home decor,9,https://blog.infabbrica.com/home-decor-arredamento-casa/,0.84,0.93,0.16,0.99,0.92
home decor,5,https://www.pinterest.it/dettaglihomedecorMag/home-decor/,0.6,0.88,0.52,0.53,1
home decor,11,https://context.reverso.net/traduzione/inglese-italiano/home+decor,0.67,0.99,0.27,0.38,1
home decor,4,https://www.livingdeco.it/it/home-decor/,0.66,0.86,0.03,0.55,0.92
home decor,3,https://www.homedecorshop.it/,0.56,0.77,0.02,0.82,0.83
home decor,8,https://restylit.com/categoria-prodotto/home-decor-online/,0.56,0.13,0,0.18,0.92
home decor,10,https://dettaglihomedecor.com/,0.79,0.93,0.28,0.91,0.92
home decor,2,https://www.amazon.it/home-decor/s?k=home+decor,0.94,0.97,0.69,0.93,0.73
home decor,1,https://www.homedecor-shop.it/,0.76,0.98,0.55,0.55,0.92
home decor,12,https://www.decor-home.it/,0.34,0.98,0.12,0.48,0.82
home decor,13,https://www.gruppomaruccia.com/articoli-per-la-casa/oggettistica-e-home-decor.html,0.7,0.9,0.07,1,0.83
home decor,5,https://homeetdecoration.com/,0.7,0.91,0.76,1,0.64
home decor,7,https://rouen.fr/boutique/home-decor-inspiration,0.99,1,0.94,1,0.83
home decor,4,https://www.overstock.com/Home-Garden/Home-Decor/3/dept.html,0.67,0.97,0.68,0.55,0.92
home decor,3,https://www.cdiscount.com/m-30928-home-decor.html,0.56,1,0.79,0.97,0.92
home decor,11,https://www.homedecos.fr/,0.97,0.97,0.97,0.92,0.8
home decor,9,https://www.target.com/c/home-decor/-/N-5xtub,0.34,0.99,0.03,0.16,1
home decor,12,https://www2.hm.com/fr_fr/maison.html,0.57,0.95,0.72,0.8,0.92
pet care,1,https://petcareitaly.com/,0.84,0.95,0.13,1,1
home decor,14,https://www.decor-home-sud-ouest.fr/,0.42,0.97,0.3,0.9,0.83
home decor,8,https://www.kirklands.com/,0.2,0.93,0.04,0.16,0.83
pet care,3,https://www.purina.it/scuola-pet-care,0.93,0.99,0.83,0.79,1
pet care,4,https://www.linguee.it/inglese-italiano/traduzione/pet+care.html,0.96,1,0.99,1,0.83
pet care,2,https://www.oscarpetagency.com/pet-care/,0.86,0.91,0.53,0.74,1
home decor,7,https://designitaly.com/it/collections/home-decor,0.12,0.71,0.01,0,0.92
pet care,5,https://it.bab.la/dizionario/inglese-italiano/pet-care,0.95,0.99,0.69,0.98,0.83
pet care,6,https://www.petcareclinicavet.it/,0.81,1,0.42,0.94,0.75
home decor,10,https://www.ikea.com/us/en/cat/home-decor-de001/,0.83,1,0.72,0.49,0.83
home decor,13,https://www.biglots.com/c/home-decor/_/N-1804466709,0.42,0.85,0.16,0.15,0.92
pet care,8,https://www.bortolato.eu/38-pet-care,0.8,0.95,0.42,0.74,0.91
home decor,2,https://fr.shein.com/category/HOME-DECOR-sc-00815288.html,0.37,0.97,0,0.01,0.83
pet care,7,https://it-it.facebook.com/petcare82/,0.8,0.46,0.42,0.85,1
pet care,1,https://www.polytrans.fr/accessoires-animaux-de-marque/swiss-pet-care.html,0.97,0.99,0.83,0.98,0.92
pet care,10,https://www.area-dog.it/pet-care/,0.97,1,0.67,1,1
pet care,11,https://www.cosmofarma.com/it/initiative/pet-care/,0.87,0.88,0.65,0.95,0.92
pet care,14,https://ita.mars.com/it/prodotti-mars/petcare?language_content_entity=it,0.77,0.98,0.71,0.78,0.83
pet care,13,https://ilfattoalimentare.it/pet-food-pet-care-paradosso.html,0.76,0.89,0.14,1,0.83
pet care,9,https://context.reverso.net/traduzione/inglese-italiano/pet+care,0.62,0.99,0.35,0.17,1
pet care,2,https://www.myvetshop.fr/brand/116-nestle-purina-pet-care,0.87,0.99,0.62,1,0.73
pet care,3,https://www.farmina.com/fr/pet-care.html,0.91,0.94,0.44,0.89,0.82
pet care,5,https://m.facebook.com/people/Deuerer-Pet-Care-France/100083080401450/,0.89,0.98,0.97,0.99,0.92
pet care,12,https://www.lifepetcare.it/,0.51,0.94,0.03,0.83,0.83
pet care,8,https://nutz.pet/,0.92,0.92,0.93,1,0.92
pet care,7,https://fra.mars.com/mars-et-ses-marques/petcare?language_content_entity=fr,0.77,1,0.82,0.9,0.83
pet care,4,https://observatoirecetelem.com/les-zooms/enquete-3-3-pet-care-de-lalimentation-aux-accessoires-en-passant-par-les-assurances-quel-business-autour-des-animaux-domestiques,0.76,0.7,0.09,0.96,0.83
pet care,6,https://cbweed.fr/categorie-de-produit/cbd-pet-care/,0.78,0.96,0.17,0.8,0.9
pet care,11,https://ourgeneration.eu/fr/products/pet-care-playset-bd37327,0.71,0.98,0.6,0.53,1
gardening,1,https://en.wikipedia.org/wiki/Gardening,1,1,0.99,1,0.75
pet care,12,https://www.carrefour.fr/p/frontline-pet-care-chiens-chats-gel-protection-cutanee-100-ml-3661103051091,0.34,0.99,0.47,0.82,1
gardening,2,https://www.gardendesign.com/how-to/,0.97,0.98,0.77,0.99,0.92
gardening,5,https://www.thespruce.com/gardening-basics-4127766,0.99,0.99,0.99,1,0.92
gardening,3,https://www.gardeningknowhow.com/,0.5,1,0.36,0.18,0.83
pet care,10,https://fr.freepik.com/photos-vecteurs-libre/pet-care,0.51,0.86,0.29,0.33,0.92
gardening,7,https://www.gardenersworld.com/how-to/gardening-for-beginners/,0.55,0.65,0.33,0.58,1
crafts,1,https://www.linguee.fr/anglais-francais/traduction/crafts.html,0.99,0.99,0.99,1,0.83
gardening,10,https://www.marthastewart.com/1504574/gardening,0.99,1,0.92,0.64,0.92
gardening,9,https://www.bhg.com/gardening/,0.96,1,0.91,0.73,0.92
crafts,2,https://context.reverso.net/traduction/anglais-francais/crafts,0.68,0.99,0.3,0.17,1
gardening,6,https://www.britannica.com/science/gardening,0.65,0.93,0.21,0.16,0.83
gardening,4,https://www.rhs.org.uk/advice/beginners-guide,0.1,0.92,0,0,0.91
gardening,8,https://www.countryliving.com/gardening/,0.61,1,0.1,0.11,1
crafts,3,https://www.wordreference.com/enfr/craft,0.94,1,0.66,0.86,0.9
crafts,9,https://www.editions-norma.com/products/crafts-anthologie-contemporaine-pour-un-artisanat-de-demain,0.96,0.94,0.83,1,0.92
crafts,4,https://www.larousse.fr/dictionnaires/anglais-francais/craft/572981,0.42,0.99,0.23,0.79,0.75
crafts,7,https://fr.pons.com/traduction/anglais-fran%C3%A7ais/crafts,0.82,0.98,0.56,0.96,0.83
crafts,13,https://fr.wiktionary.org/wiki/craft,1,1,1,1,0.83
crafts,8,https://www.pinterest.fr/lepetitmanuel/id%C3%A9es-dactivit%C3%A9s-craft-ideas-others/,0.61,0.88,0.59,0.44,1
crafts,11,https://dictionary.cambridge.org/fr/dictionnaire/anglais-francais/craft,0.95,0.99,0.74,0.95,0.92
crafts,3,https://fr.wikipedia.org/wiki/Arts_and_Crafts_Movement,1,1,1,1,0.75
crafts,2,https://fr.wiktionary.org/wiki/crafts,1,1,1,1,0.92
crafts,5,https://www.etsy.com/fr/market/crafts,0.75,1,0.86,0.79,0.83
crafts,4,https://www.livingcrafts.de/fr,0.76,1,0.73,1,0.91
crafts,12,https://www.culture.gouv.fr/en/Thematic/Crafts,0.82,0.94,0.02,0.94,0.82
crafts,8,https://www.craftscouncil.org.uk/,0.79,0.98,0.23,0.97,0.91
crafts,6,https://craftsrecords.org/,0.74,1,0.91,0.99,1
crafts,9,https://craftsandco.eu/fr/,0.83,0.94,0.27,0.94,0.92
crafts,5,https://www.culture.gouv.fr/en/Thematic/Crafts/Crafts-in-France,0.87,0.96,0,1,0.91
crafts,12,https://www.carnationcrafts.co.uk/,0.86,0.96,0.67,1,0.92
crafts,11,http://geek-crafts.fr/,0.4,0.5,0.15,0.19,0.73
crafts,13,https://www.du-grand-art.fr/arts-decoratifs/19eme-siecle/arts-crafts/,0.84,0.88,0.28,0.95,0.92
DIY,1,https://www.diy.fr/,0.99,1,0.91,1,1
crafts,7,https://highlightcrafts.com/,0.42,0.82,0,0.02,0.67
crafts,1,https://www.youtube.com/channel/UCmKK6zNk7PE4p0vj7EcEP_A,0.38,0.94,0.01,0.13,0.64
DIY,3,https://www.maisoncreative.com/diy,0.8,0.99,0.56,0.86,0.83
DIY,7,https://www.linguee.fr/anglais-francais/traduction/diy.html,0.99,0.99,0.99,1,0.83
DIY,4,https://www.cotemaison.fr/tous-nos-diy-do-it-yourself-scrapbooking-loisirs-creatifs-petits-bricolages_17978.html,0.83,0.93,0.36,0.82,0.92
DIY,6,https://bricoleurpro.ouest-france.fr/dossier-324-do-it-yourself.html,0.57,1,0.24,0.87,1
DIY,2,https://www.pinterest.fr/decofr/diy-do-it-yourself/,0.62,0.93,0.44,0.44,1
crafts,14,https://99designs.fr/blog/art-et-illustration/le-mouvement-arts-and-crafts/,0.65,0.99,0.54,0.28,0.92
DIY,9,"https://www.marieclaire.fr/idees/diy-deco,2615455.asp1",0.81,0.99,0.72,0.89,1
DIY,12,https://www.leroymerlin.fr/tutos-conseils/tutos/tutos-creatifs-et-diy/,0.98,1,0.79,0.99,1
DIY,13,https://fr.wikipedia.org/wiki/Do_it_yourself,1,1,1,1,0.75
DIY,11,https://www.elle.fr/Deco/Pratique/DIY,0.54,0.98,0.67,0.78,0.83
DIY,5,"https://www.creavea.com/modele-conseils-decoration,35.html",0.76,0.99,0.33,0.84,0.91
DIY,10,https://www.alfaliquid.com/fr/diy,0.78,0.87,0.07,0.77,0.83
DIY,3,https://i-make.com/,0.9,1,0.34,0.83,0.92
DIY,8,http://www.lafabriquediy.com/,0.88,0.84,0.53,1,0.91
DIY,7,https://www.deco.fr/loisirs-creatifs,0.68,0.94,0.68,0.96,0.83
DIY,4,https://shakemyblog.fr/category/diy/,0.67,0.81,0.09,0.8,0.83
DIY,14,https://diy.bostik.com/fr-FR,0.3,1,0.1,0.17,0.83
DIY,10,http://www.lemeilleurdudiy.com/diy-mais-cest-quoi/,0.48,0.67,0.25,0.62,0.83
DIY,5,https://www.truffaut.com/diy.html,0.73,0.91,0.22,0.78,0.92
DIY,11,https://www.westwing.fr/inspiration/astuces-deco/diy-bricolage/,0.83,0.97,0.19,0.95,1
DIY,9,https://www.aromes-et-liquides.fr/743-pack-decouverte-al,0.47,0.85,0.2,0.48,1
photography,1,https://en.wikipedia.org/wiki/Photography,1,1,0.99,1,0.75
DIY,6,https://www.youtube.com/watch?v=1Mn8du5gT1k,0.57,0.94,0.05,0.16,0.75
photography,2,https://unsplash.com/s/photos/photography,0.63,1,0.74,0.58,0.92
photography,4,https://www.pexels.com/search/photography/,0.72,1,0.92,0.76,0.83
DIY,12,https://www.france-diy.com/,0.69,0.98,0.42,0.89,0.92
photography,3,https://photographylife.com/what-is-photography,0.71,1,0.28,0.23,0.83
DIY,13,https://www.lepetitvapoteur.com/fr/recette-diy,0.93,0.95,0.45,0.95,0.83
photography,8,https://dictionary.cambridge.org/it/dizionario/inglese/photography,0.9,0.98,0.69,0.95,0.92
photography,11,https://www.vogue.it/fotografia,0.41,0.98,0.19,0.52,1
film making,1,https://en.wikipedia.org/wiki/Filmmaking,1,1,1,1,0.75
photography,7,https://www.wordreference.com/enit/photography,0.89,1,0.96,0.56,0.9
photography,6,https://www.adobe.com/it/creativecloud/photography.html,0.38,0.86,0.31,0.8,0.83
photography,13,https://www.worldpressphoto.org/,0.53,1,0.49,1,0.82
photography,9,https://loeildelaphotographie.com/en/,0.95,0.95,0.84,0.95,0.92
photography,5,https://www.amazon.it/photography/s?k=photography&page=2,0.89,0.97,0.64,0.9,0.73
photography,12,https://www.worldphoto.org/it,0.59,0.86,0.2,0.96,0.75
film making,2,https://www.nyfa.edu/student-resources/the-beginners-guide-to-the-filmmaking-process/,0.96,0.94,0.8,0.92,0.83
film making,3,https://www.learnaboutfilm.com/making-a-film/organising-filmmaking-process/,1,1,1,1,0.92
film making,4,http://www.historyoffilm.net/film-making/film-production-filmmaking/,0.88,0.98,0.77,0.87,0.82
film making,5,https://www.linkedin.com/learning/topics/filmmaking,0.97,0.99,1,0.99,0.92
film making,13,https://wolfcrow.com/what-is-filmmaking/,0.97,0.93,0.96,0.87,1
film making,7,https://www.careersinfilm.com/film-production/,0.86,0.56,0.67,0.66,1
music production,1,https://online.berklee.edu/takenote/music-production-what-does-a-music-producer-do/,0.77,0.92,0.34,0.58,0.92
film making,6,https://www.udemy.com/topic/filmmaking/,0.4,1,0.3,0.71,0.83
film making,12,https://www.newschool.edu/undergrad-minors/film-production/,0.79,0.9,0.35,0.98,0.82
film making,8,https://www.futurelearn.com/courses/explore-filmmaking,0.62,0.97,0.34,0.66,0.92
film making,11,https://www.merriam-webster.com/dictionary/filmmaking,0.61,1,0.37,0.23,0.92
film making,9,https://www.coursera.org/courses?query=film%20making,0.64,0.97,0.49,0.32,0.83
film making,10,https://www.kingston.ac.uk/postgraduate/courses/film-making-ma/,0.37,0.9,0.04,0.17,1
music production,3,https://www.musicgateway.com/blog/music-production/music-production,0.47,1,0.32,0.72,0.83
music production,8,https://abbeyroadinstitute.fr/formation/advanced-diploma-in-music-production-and-sound-engineering/,0.83,0.8,0.51,0.95,0.92
music production,5,https://livemusic.ch/,0.85,1,0.33,0.97,1
music production,9,https://www.worldmusicproduction.org/,0.98,1,0.98,1,0.8
music production,4,https://www.universalproductionmusic.com/fr-fr,0.37,0.93,0,0.1,0.75
music production,6,https://www.bmgproductionmusic.fr/,0.67,0.88,0.24,0.89,0.73
music production,10,https://en.wikipedia.org/wiki/Record_producer,1,1,1,1,0.75
music production,7,https://blog.landr.com/music-production/,0.63,0.99,0.45,0.4,1
music production,13,https://www.ead-music-production.com/,,0.84,0.47,0.99,0.9
music production,12,https://fr.fiverr.com/gigs/music-production,0.7,0.93,0.76,0.71,0.83
music production,3,https://www.ableton.com/,0.95,0.97,0.72,1,0.91
music production,5,https://www4.ceda.polimi.it/manifesti/manifesti/controller/ManifestoPublic.do?EVN_DETTAGLIO_RIGA_MANIFESTO=evento&aa=2019&k_cf=225&k_corso_la=263&k_indir=MMI&codDescr=054278&lang=IT&semestre=1&anno_corso=2&idItemOfferta=143939&idRiga=244578,0.86,0.8,0.02,1,0.9
music production,6,https://www.amazon.it/Secrets-Dance-Music-Production/product-reviews/0956446035,0.99,0.97,0.97,1,0.73
music production,8,https://www.univpm.it/Entra/Corso_di_perfezionamento_in_computer_music_production_sound_design_1,0.75,1,0.46,1,1
music production,7,https://www.steinberg.net/cubase/,0.63,0.99,0.08,0.66,0.83
music production,1,https://waveproduction.academy/,0.64,0.94,0.07,0.39,0.92
music production,9,https://www.rockit.it/lotusmusicproduction,0.84,0.97,0.14,1,0.92
music production,11,https://www.soundtrap.com/,0.8,0.91,0.82,0.66,0.92
music production,10,https://www.scuolecepam.it/music-production-lab/,0.71,0.98,0.52,1,0.82
music production,13,https://www.image-line.com/,0.79,0.93,0.75,0.98,0.67
podcasting,1,https://it.wikipedia.org/wiki/Podcasting,0.96,1,0.97,1,0.75
podcasting,3,https://www.podcastinsights.com/it/start-a-podcast/,1,1,1,1,1
music production,12,http://soundmusicproduction.com/it/,0.74,0.91,0.35,1,0.92
podcasting,7,https://www.iltascabile.com/linguaggi/cose-un-podcast/,0.98,1,0.79,1,1
podcasting,2,https://www.keymotions.it/podcasting-significato-e-utilizzo/,0.76,0.93,0.13,1,0.92
podcasting,5,https://www.digital4.biz/executive/podcast-che-cosa-sono-e-come-ascoltarli/,0.8,0.84,0.64,0.74,0.83
podcasting,8,https://www.html.it/guide/guida-podcasting/,0.79,0.97,0.5,0.88,0.83
podcasting,6,https://www.monclick.it/magazine/podcast-cos-significato-storia-e-come-funziona,0.56,0.96,0.24,0.85,0.75
music production,2,https://musictech.com/guides/essential-guide/beginners-guide-music-production/,0.57,0.99,0.03,0.01,0.92
music production,2,https://musictech.com/guides/essential-guide/beginners-guide-music-production/,0.57,0.99,0.03,0.01,0.92
podcasting,12,https://support.google.com/podcast-publishers/answer/9476656?hl=it,0.96,0.94,0.99,1,0.92
podcasting,4,https://www.treccani.it/vocabolario/podcasting_%28Neologismi%29/,0.5,0.69,0.06,0.47,1
podcasting,11,https://podcasters.spotify.com/,0.48,0.95,0.84,0.69,0.91
podcasting,1,https://dizionari.repubblica.it/Italiano/P/podcasting.html,0.81,0.99,0.82,0.85,0.83
podcasting,9,https://almed.unicatt.it/almed-corsi-di-alta-formazione-come-diventare-podcaster-di-successo,0.53,1,0.11,0.95,0.9
podcasting,10,https://scuolafutura.pubblica.istruzione.it/podcasting-e-didattica-quali-possibilit%C3%A0-,0.67,0.11,0.07,0.43,0.83
podcasting,2,https://www.consulenzaradiofonica.com/il-podcasting-la-nuova-frontiera-dellintrattenimento-radiofonico/,0.79,0.94,0.37,0.91,0.92
podcasting,6,https://support.google.com/podcast-publishers/answer/10528135?hl=it,0.96,0.93,0.99,1,0.83
podcasting,5,https://www.meltemieditore.it/catalogo/podcasting/,0.95,0.96,0.6,1,0.83
podcasting,3,https://www.assipod.org/,0.66,1,0.1,0.62,0.92
podcasting,11,https://play.google.com/store/apps/details?id=uk.co.bbc.perceptivepodcasts&hl=it&gl=US,0.76,0.94,0.94,0.81,0.83
podcasting,7,https://rcsacademy.corriere.it/module/storytelling-scrittura-creativa-e-podcasting/,0.9,1,0.41,0.88,0.83
podcasting,8,https://www.giurisprudenza.unito.it/do/corsi.pl/Show?_id=bfla,0.77,0.44,0.03,0.98,0.73
podcasting,10,https://www.mediakey.tv/leggi-news/spreaker-la-piattaforma-leader-per-il-podcasting-a-livello-professionale-e-da-oggi-disponibile-gratuitamente,0.69,0.98,0.14,0.78,0.91
podcasting,14,https://www.tesionline.it/approfondimenti/podcasting-un-opportunit%C3%A0-per-la-radiofonia-nazionale-o-per-gli-utenti-amatoriali-/190,0.98,1,0.97,0.97,0.83
podcasting,9,https://www.techtarget.com/searchunifiedcommunications/definition/podcasting,0.61,1,0.04,0.47,0.83
podcasting,4,https://www.youtube.com/watch?v=MhPKbc3SKbQ,0.59,0.94,0.09,0.26,0.75
